SubCat_URL,category,subcategory,img_url,number,number_url,name,code,date_range,options,quantity,rownumber
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=667&q=,TRIM,REAR BUMPER; 2,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/86-86622.gif,86691G3100,/en/search/all?q=86691G3100&qty=1,"COVER-RR BPR UNDER,LH",86691B,01.05.2019 - ...,"ENGINE CAPACITY: 1600 CC - GAMMA; (819HA1) SMART KEY-FR DR, (9248A2) RR R/R TYPE - SEPARATED, (9571A2) PARK'G ASSIST SYSTEM, (965GA2) REAR VIEW CAMERA SYSTEM - DYNAMIC GUIDEL",(0093C1) VEHICLE PACKAGE - SPORTS; (0101B7) MODEL YEAR PACKAGE - 18MY,10
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=667&q=,TRIM,REAR BUMPER; 2,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/86-86622.gif,86691G3000,/en/search/all?q=86691G3000&qty=1,"COVER-RR BPR UNDER,LH",86691B,26.07.2016 - 01.08.2016,"ENGINE TYPE: DOHC - TCI; (819HA1) SMART KEY-FR DR, (9248A2) RR R/R TYPE - SEPARATED, (9571A3) RR PARK'G ASSIST SYSTEM(RPAS)",,10
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=667&q=,TRIM,REAR BUMPER; 2,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/86-86622.gif,86692G3700,/en/search/all?q=86692G3700&qty=1,"COVER-RR BPR UNDER,RH",86692A,01.05.2019 - ...,"ENGINE CAPACITY: 1600 CC - GAMMA; (0093C1) VEHICLE PACKAGE - SPORTS, (0101B7) MODEL YEAR PACKAGE - 18MY, (819HA1) SMART KEY-FR DR, (9248A2) RR R/R TYPE - SEPARATED, (9571A2) PARK'G ASSIST SYSTEM, (965GA2) REAR VIEW CAMERA SYSTEM - DYNAMIC GUIDEL",,10
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=667&q=,TRIM,REAR BUMPER; 2,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/86-86622.gif,86692G3000,/en/search/all?q=86692G3000&qty=1,"COVER-RR BPR UNDER,RH",86692A,26.07.2016 - 01.08.2016,"ENGINE TYPE: DOHC - TCI; (819HA1) SMART KEY-FR DR, (9248A2) RR R/R TYPE - SEPARATED, (9571A3) RR PARK'G ASSIST SYSTEM(RPAS)",,10
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=667&q=,TRIM,REAR BUMPER; 2,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/86-86622.gif,86692G3100,/en/search/all?q=86692G3100&qty=1,"COVER-RR BPR UNDER,RH",86692A,01.05.2019 - ...,"ENGINE CAPACITY: 1600 CC - GAMMA; (819HA1) SMART KEY-FR DR, (9248A2) RR R/R TYPE - SEPARATED, (9571A2) PARK'G ASSIST SYSTEM, (965GA2) REAR VIEW CAMERA SYSTEM - DYNAMIC GUIDEL",(0093C1) VEHICLE PACKAGE - SPORTS; (0101B7) MODEL YEAR PACKAGE - 18MY,10
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,1339608001,/en/search/all?q=1339608001&qty=1,NUT,1339GA,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32800F2110,/en/search/all?q=32800F2110&qty=1,PEDAL ASSY-BRAKE,32800B,08.11.2018 - ...,TRANSAXLE: MANUAL T/M - 6 SPEED 2WD; (3281A3) PEDAL TYPE - METAL PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32800F2200,/en/search/all?q=32800F2200&qty=1,PEDAL ASSY-BRAKE,32800B,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32800F2210,/en/search/all?q=32800F2210&qty=1,PEDAL ASSY-BRAKE,32800B,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A3) PEDAL TYPE - METAL PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,1339508001,/en/search/all?q=1339508001&qty=2,NUT-FLANGE,1339CD,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,2pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32831F2100,/en/search/all?q=32831F2100&qty=1,BRACKET-COWL MTG,32831,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,1310110001,/en/search/all?q=1310110001&qty=1,NUT,1310JA,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32830F2110,/en/search/all?q=32830F2110&qty=1,MEMBER ASSY-BRAKE,32830G,17.08.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32830F2100,/en/search/all?q=32830F2100&qty=1,MEMBER ASSY-BRAKE,32830G,26.07.2016 - 17.08.2016,,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,1360210001,/en/search/all?q=1360210001&qty=1,WASHER-SPRING,1360GH,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,938103S700,/en/search/all?q=938103S700&qty=1,SWITCH ASSY-STOP LAMP(4P),93810A,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,328812H000,/en/search/all?q=328812H000&qty=1,BOLT,32881B,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,328813X000,/en/search/all?q=328813X000&qty=2,BOLT,32871B,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,2pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32815F2110,/en/search/all?q=32815F2110&qty=1,SPRING-RETURN,32815S,17.08.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32815F2100,/en/search/all?q=32815F2100&qty=1,SPRING-RETURN,32815S,26.07.2016 - 17.08.2016,,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,328764B000,/en/search/all?q=328764B000&qty=1,STOPPER-RUBBER,32876,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,328251H400,/en/search/all?q=328251H400&qty=1,PAD-PEDAL,32825,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,3282517010,/en/search/all?q=3282517010&qty=1,PAD-PEDAL,32825,08.11.2018 - ...,TRANSAXLE: MANUAL T/M - 6 SPEED 2WD; (3281A3) PEDAL TYPE - METAL PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,328252P000,/en/search/all?q=328252P000&qty=1,PAD-PEDAL,32825,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A3) PEDAL TYPE - METAL PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,3288329000,/en/search/all?q=3288329000&qty=2,BUSH-PEDAL,32883,26.07.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,2pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32810F2110,/en/search/all?q=32810F2110&qty=1,ARM ASSY-BRAKE PEDAL,32850,08.11.2018 - ...,TRANSAXLE: MANUAL T/M - 6 SPEED 2WD; (3281A3) PEDAL TYPE - METAL PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32810F2200,/en/search/all?q=32810F2200&qty=1,ARM ASSY-BRAKE PEDAL,32850,26.07.2016 - 17.08.2016,,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,BRAKE & CLUTCH PEDAL; 1,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/32-32811.gif,32810F2210,/en/search/all?q=32810F2210&qty=1,ARM ASSY-BRAKE PEDAL,32850,17.08.2016 - ...,TRANSAXLE: DCT - 7 SPEED 2WD; (3281A1) PEDAL TYPE - RUBBER PAD,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,MULTIFUNCTION SWITCH,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/91-93411.gif,93490G3140,/en/search/all?q=93490G3140&qty=1,CONTACT ASSY-CLOCK SPRING,93490,26.07.2016 - ...,(5611B8) 3-SPOKE - LEATHER (W/ HEATED),1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,MULTIFUNCTION SWITCH,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/91-93411.gif,93400G3550,/en/search/all?q=93400G3550&qty=1,SWITCH ASSY-MULTIFUNCTION,93400,26.07.2016 - ...,,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,MULTIFUNCTION SWITCH,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/91-93411.gif,93490G3240,/en/search/all?q=93490G3240&qty=1,CONTACT ASSY-CLOCK SPRING,93490,26.07.2016 - ...,,1pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,MULTIFUNCTION SWITCH,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/91-93411.gif,1229005141,/en/search/all?q=1229005141&qty=2,SCREW-MACHINE,1229AA,26.07.2016 - ...,,2pcs,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,GEAR SHIFT CONTROL-MANUAL,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/43-437B12.gif,4380032371,/en/search/all?q=4380032371&qty=1,SHAFT COMPLETE-CONTROL,43800D,08.11.2018 - ...,"ENGINE CAPACITY: 1600 CC - GAMMA; TRANSAXLE: MANUAL T/M - 6 SPEED 2WD; (0101B7) MODEL YEAR PACKAGE - 18MY, (5971A4) PARKG BRK CONTROL-EPB",(0091A5) ENGINE PACKAGE - VGT REGULAR ENG,1
/en/catalog/genuine/parts?c=Hyundai&ssd=%24%2AKwH1yPXkkfSitL-GuuH9srbljYWPipaG8K-nruvkpOL95Imay97Iho_z8PXy8fe8vK605Pvil-S8vcHQ6Yn3r4qGlfK5zN2tuZmegPH-8_Lgz_y0soGViY2PjMne8pi2sraHkYiZ38LI9fyo8_cAAAAAMt2TRQ%3D%3D%24&vid=1850795737&gid=696&q=,ENGINE,GEAR SHIFT CONTROL-MANUAL,/assets/tesseract/assets/global/HYUNDAI202404/source/cat/2/H/KDOMPG317/43-437B12.gif,438423A050,/en/search/all?q=438423A050&qty=1,PIN-SPRING,43842E,08.11.2018 - ...,"ENGINE CAPACITY: 1600 CC - GAMMA; TRANSAXLE: MANUAL T/M - 6 SPEED 2WD; (0101B7) MODEL YEAR PACKAGE - 18MY, (5971A4) PARKG BRK CONTROL-EPB",(0091A5) ENGINE PACKAGE - VGT REGULAR ENG,1
